year,grant,sub,num,id,subject,title,author,school,money,dueration
2001,地区科学基金项目,A01,1,30160035,C0601,水稻源库流特征及其生理特性动态变化的遗传研究,左清凡,江西农业大学,18.0,2002-01至2004-12
2001,地区科学基金项目,A01,2,20162005,B010307,含硫杂环有机功能超分子的合成、组装与理论研究,朱玉兰,延边大学,13.0,2002-01至2004-12
2001,地区科学基金项目,A01,3,30160048,C140102,水稻品种多样性与稻瘟病菌相互作用的群体遗传研究,朱有勇,云南农业大学,24.0,2002-01至2004-12
2001,地区科学基金项目,A01,4,30160080,H2401,“3S”技术集成用于赣闽浙三省肺吸虫病的防治规划研究,周宪民,南昌大学,17.0,2002-01至2004-12
2001,地区科学基金项目,A01,5,30160094,H2707,针刺耳穴对旁巨细胞外侧核活动改变的影响,周文琪,昆明医科大学,18.0,2002-01至2004-12
2001,地区科学基金项目,A01,6,10164004,A040405,纳米尺度光与物质相互作用及显微成像机制研究,周庆,云南大学,17.0,2002-01至2004-12
2001,地区科学基金项目,A01,7,30160088,H1402,TGF-beta1等多细胞生长因子在下颌骨牵张成骨中的表达,周诺,广西医科大学,15.0,2002-01至2004-12
2001,地区科学基金项目,A01,8,30160095,H2803,广西五种抗癌中草药有效化学成分和构效关系的研究,钟振国,广西中医药大学,40.0,2002-01至2004-12
2001,地区科学基金项目,A01,9,10164001,A040103,合金元素对铁铝基合金低温机械合金化的影响研究,钟夏平,广西大学,21.0,2002-01至2004-12
2001,地区科学基金项目,A01,10,40162002,D0201,贵州牛蹄塘组生物群、凯里动物群新材料的研究,赵元龙,贵州大学,17.0,2002-01至2004-12
2001,地区科学基金项目,A01,11,20167002,B0602,尿素循环剂用于从二氧化碳和甲醇间接合成碳酸二甲酯,赵天生,宁夏大学,6.0,2002-01至2002-12
2001,地区科学基金项目,A01,12,30160005,C010701,云南番茄斑萎病毒属病毒病原分离鉴定及其致病性研究,张仲凯,云南省农业科学院,19.0,2002-01至2004-12
2001,地区科学基金项目,A01,13,50161002,E010501,L10结构铁钯纳米微粒阵列的电沉积方法和机理研究,张正富,昆明理工大学,17.0,2002-01至2004-12
2001,地区科学基金项目,A01,14,30160045,C130410,海藻糖合酶基因遗传转化甘蔗的研究,张树珍,中国热带农业科学院,18.0,2002-01至2004-12
2001,地区科学基金项目,A01,15,30160075,C1601,额济纳天然胡杨林生态用水机理研究,张秋良,内蒙古农业大学,18.0,2002-01至2004-12
2001,地区科学基金项目,A01,16,10161005,A011503,难于计算问题的固定参数复杂性研究及应用,张明义,贵州科学院,14.0,2002-01至2004-12
2001,地区科学基金项目,A01,17,30160072,C161002,石蒜属多倍体起源与分子进化,张露,江西农业大学,19.0,2002-01至2004-12
